0.17046319,-1.1793481,0.0004943363,-0.3236709,-0.06524231,-0.07113262,-0.28451297,0.056526653,-0.016343234,0.21592608,0.0115620205,0.031070277,0.8226213,-0.02020234,-0.046934403,1.2016505,-0.0056221234,0.033417452,0.0451847,0.013515498,0.038132977,-0.10521977,0.12072225,-0.09799358,-0.03506929,-0.12536576,0.15721156,0.014329003,0.015955953,0.019388614,-0.1622189,-0.1310617,0.20381665,-0.16219187,0.0785062,-0.15317038,-0.1861999,-0.06406369,0.021883098,0.11624962,-0.011651333,-0.307163,0.09306326,0.030291928,0.31401277,-0.04285623,-0.062847495,-0.011405052,0.2189428,-0.13324423,-1.0350846,0.23435149,0.17405711,0.9870025,0.37286326,-1.7966774,0.38539016,0.40884614,1.7775629,-0.35694188,-0.11955374,-0.15133949,0.12960428,-0.14277826,0.16869542,-0.11646563,-0.0693982,0.018530084,-0.18679067,-0.073123395,-0.018535249,0.1832372
0.16566572,-1.2011029,0.0011043025,-0.36119685,-0.090310305,-0.084087566,-0.34074742,0.075229764,0.008562968,0.2689607,-0.0055777575,0.033642575,0.8713102,-0.022071237,-0.062183328,1.428657,0.00603371,0.06138703,0.041312926,-0.00043344527,0.04411191,-0.21349292,0.13064797,-0.030447682,-0.11423061,-0.12733905,0.11109834,0.039010853,0.0033507922,0.019742502,-0.14964908,-0.11597935,0.18479218,-0.1668283,0.06781869,-0.17720465,-0.23131092,-0.069266,0.024625277,0.079024576,-0.04367813,-0.31286922,0.07622839,0.02151106,0.32236183,-0.038158465,-0.07688699,0.0011066128,0.1937858,-0.20121925,-1.0070834,0.24839011,0.1632029,1.005943,0.32987112,-1.7622402,0.39536136,0.38728163,1.7363058,-0.3487652,-0.11498752,-0.14814034,0.17706075,-0.14650437,0.16063683,-0.16450793,-0.038094047,0.008098907,-0.1679847,-0.041619103,-0.0067063426,0.15429032
0.16330463,-1.2089008,-0.00057704287,-0.32986307,-0.08824656,-0.08714163,-0.4685899,0.096726716,-0.0005896826,0.31332964,-0.03601875,0.03818516,0.8448823,-0.04340078,-0.060836136,1.6011801,-0.012259366,0.09381563,0.0319158,0.00012710008,0.04521043,-0.26855576,0.13155362,-0.0018800751,-0.15066712,-0.11824935,0.093208514,0.051504936,-0.0076672337,0.016600925,-0.1525612,-0.10472318,0.1649439,-0.17368399,0.07442855,-0.1946191,-0.26119053,-0.060835656,0.019560799,0.048146866,-0.076956846,-0.30594474,0.072578266,0.016178567,0.31538424,-0.05070373,-0.07001402,0.006872819,0.16264592,-0.2652699,-0.99059546,0.25464028,0.13998514,1.0192448,0.29230648,-1.7804654,0.4354112,0.38087854,1.7141676,-0.33130848,-0.10983173,-0.14345315,0.21074018,-0.14809455,0.16385356,-0.1921696,-0.027451085,0.0057544033,-0.15785344,-0.032946322,-0.0014907568,0.1426593
0.16370676,-1.20725,-0.003686313,-0.2515181,-0.06805529,-0.080413535,-0.6313008,0.11821442,-0.028917039,0.34643152,-0.07372964,0.04499979,0.7652867,-0.075004935,-0.048176218,1.7113758,-0.04919092,0.12444697,0.020261394,0.009400074,0.04369674,-0.27352,0.12504737,-0.0061665606,-0.15430607,-0.1015736,0.09528531,0.054375153,-0.017420305,0.012199023,-0.16762269,-0.09768124,0.14741692,-0.1817987,0.09014201,-0.20729402,-0.27792886,-0.043247525,0.009440898,0.024137786,-0.1089965,-0.28993133,0.0778618,0.0136846285,0.29755503,-0.07308429,-0.049672514,0.0076874783,0.12997997,-0.3240142,-0.98257875,0.2552911,0.11193017,1.0275121,0.26082093,-1.8273798,0.48829365,0.3839962,1.7086259,-0.30773386,-0.105688654,-0.13874473,0.23322012,-0.15064898,0.1751312,-0.20409621,-0.02938933,0.008178456,-0.1538519,-0.038143855,-0.00046743522,0.14251871
0.1677573,-1.2017534,-0.0077904444,-0.14711623,-0.039055936,-0.062372975,-0.78441834,0.135869,-0.05820255,0.36301273,-0.1120621,0.05472329,0.65014887,-0.105522715,-0.02948937,1.7429099,-0.0931142,0.14447784,0.010467322,0.020570897,0.042219054,-0.2255909,0.111887686,-0.040070575,-0.13472874,-0.08042606,0.108605236,0.05029362,-0.026600666,0.009320189,-0.1919109,-0.09674706,0.1364021,-0.19049282,0.10450325,-0.21636009,-0.28250325,-0.02023118,-0.0022746846,0.008350416,-0.13608313,-0.267758,0.08667607,0.014096342,0.27263114,-0.09701045,-0.02418433,0.005530565,0.1015449,-0.37358055,-0.9794868,0.25263476,0.090428896,1.0305778,0.23741962,-1.8733611,0.53140795,0.38919553,1.7323084,-0.28375193,-0.104298875,-0.13619024,0.24626581,-0.16154861,0.19314486,-0.2044326,-0.03511169,0.011810768,-0.15355512,-0.04736834,-0.0012391768,0.14778934
0.1749689,-1.1944637,-0.010888622,-0.050471816,-0.01345245,-0.035678405,-0.8990015,0.14760824,-0.07711245,0.36673805,-0.14349598,0.068193875,0.54100907,-0.12738422,-0.011730594,1.7059097,-0.12933503,0.15225963,0.004332466,0.028649144,0.044043083,-0.13738,0.09556008,-0.09019091,-0.10690947,-0.058255836,0.123026356,0.040516872,-0.03353233,0.010543079,-0.22291262,-0.09965114,0.13459426,-0.19624521,0.1098747,-0.2285723,-0.2818264,0.00088985567,-0.014116943,-0.000819863,-0.16083278,-0.24587041,0.09548771,0.01950375,0.25048175,-0.1119205,-0.0016948081,0.00079262163,0.0791309,-0.423012,-0.9799016,0.24753512,0.08370637,1.035069,0.21754336,-1.8923272,0.5567497,0.39386332,1.7252117,-0.25573635,-0.10708786,-0.13470471,0.25711358,-0.1727556,0.20584308,-0.2017731,-0.03274329,0.011197089,-0.15237655,-0.048211988,0.00089108787,0.15004963
0.18398571,-1.189933,-0.010181241,0.03609878,0.009360911,-0.0058611576,-0.9680615,0.15744917,-0.08425032,0.35906884,-0.16834284,0.08019135,0.45129803,-0.14135845,0.0023961358,1.6075294,-0.15630111,0.14629987,0.003943418,0.03367666,0.04517714,-0.034757853,0.0788676,-0.14558357,-0.06983417,-0.043824773,0.13791575,0.03057036,-0.04100264,0.013050187,-0.24550954,-0.10033366,0.13879013,-0.20332584,0.1153184,-0.2359726,-0.27514642,0.014911351,-0.024067903,-0.0028250164,-0.17655699,-0.22644278,0.106659725,0.018604102,0.23062396,-0.12577476,0.015397584,-0.0012479315,0.066932224,-0.46168533,-0.9807813,0.24411999,0.06821078,1.0311211,0.21055904,-1.9089013,0.5575415,0.39960733,1.7070502,-0.22465087,-0.11489139,-0.13796599,0.258012,-0.18006222,0.2171392,-0.19266537,-0.031807452,0.011277297,-0.15330516,-0.049564008,0.0017486152,0.15216346
0.19258805,-1.1894708,-0.006361001,0.11202407,0.029098192,0.021249296,-0.9932254,0.16766681,-0.07834184,0.34203678,-0.1896888,0.08984027,0.38259202,-0.14836948,0.012533735,1.4567151,-0.1714737,0.12952729,0.00932391,0.03292075,0.045533817,0.064510874,0.06621828,-0.19862247,-0.025458004,-0.04079191,0.15132797,0.024113078,-0.050550878,0.015815351,-0.2591037,-0.0972164,0.14635678,-0.21087334,0.12350438,-0.23939529,-0.26043242,0.021897951,-0.032986015,0.0005572538,-0.17818792,-0.21206631,0.12192766,-0.0019537148,0.2107695,-0.14001253,0.030865207,0.00023832131,0.06143249,-0.48417848,-0.9783803,0.24659587,0.026059687,1.0144409,0.20966461,-1.9333024,0.54104346,0.39960322,1.7065045,-0.19986519,-0.12646714,-0.14649522,0.25431114,-0.18476067,0.22928548,-0.18212418,-0.031727117,0.012600548,-0.15438294,-0.05089964,0.00080100365,0.15345989
0.19965182,-1.1910605,-0.0002618007,0.17620513,0.044544883,0.040727068,-0.9745147,0.17554905,-0.06270496,0.31728095,-0.20659758,0.097270325,0.3299426,-0.14818154,0.02024253,1.2661339,-0.17511,0.104168475,0.019643037,0.02691693,0.045793742,0.1535146,0.059356898,-0.24516411,0.023726221,-0.04589522,0.16402791,0.021697551,-0.060004298,0.017823078,-0.26804808,-0.09119371,0.1559379,-0.21811068,0.13237816,-0.23938781,-0.23768307,0.020690262,-0.040474385,0.0072781867,-0.16711912,-0.20317507,0.1370316,-0.037730135,0.18907411,-0.15326771,0.0451462,0.0046777637,0.06345061,-0.4890615,-0.97534275,0.2540215,-0.03274891,0.98811924,0.21399413,-1.9601215,0.5102569,0.3932041,1.732938,-0.1835431,-0.13945898,-0.15869446,0.24894133,-0.19023088,0.24201965,-0.17264394,-0.033084687,0.014377789,-0.15524769,-0.052039906,-0.0014031811,0.15427354
0.20464003,-1.1948329,0.0062318016,0.2269629,0.05670263,0.05279179,-0.9264818,0.17992686,-0.04135718,0.2881943,-0.21966434,0.10298432,0.2910449,-0.14361809,0.02580908,1.055639,-0.17129457,0.07369411,0.032431282,0.01641777,0.046128463,0.2290971,0.056417067,-0.28463253,0.07258316,-0.054931942,0.17501909,0.022972897,-0.06950034,0.019015802,-0.2748871,-0.08514607,0.16447766,-0.22290064,0.13952173,-0.23730275,-0.21076047,0.0172637,-0.04809702,0.015248022,-0.15083838,-0.19698288,0.15247713,-0.08246064,0.16632594,-0.16589098,0.059771188,0.010368281,0.07199341,-0.48496902,-0.97335404,0.2680348,-0.10052342,0.96160746,0.22584015,-1.9870354,0.46787718,0.3872619,1.7869359,-0.17014162,-0.15199971,-0.1725884,0.24272598,-0.20012395,0.25579238,-0.16406034,-0.036109023,0.016585462,-0.15617253,-0.05354563,-0.004493728,0.15512088
