beta_0,beta_1,beta_2,beta_3,beta_4,beta_5,beta_6,beta_7,beta_8,beta_9
0.01669321,0.0071467543,0.0025489675,-0.0060131736,-0.0009182361,0.00037835352,0.00035720412,0.0004637037,-0.00012705871,-0.0005410366
0.020656576,0.0042121774,-0.0016997186,0.001154149,-0.0011821873,0.0015048232,0.00027912855,0.0010214553,0.000295904,-0.00047469966
0.013969233,-0.003570688,-0.0034900373,0.01464686,-0.00061129173,0.00291048,0.0001477974,0.0007997759,0.0009180646,-0.0006828853
0.020071944,0.0009020036,-0.005232458,0.011346983,-0.0014869026,0.001866497,0.0001248531,0.0014976826,0.00067288557,-0.00024975603
-0.0038678143,-0.0018885462,0.0016671019,0.010601144,-0.0005830558,0.002375295,5.4294476e-05,-2.7518661e-05,0.0013951747,-0.0015469999
0.0053830054,0.0044585457,0.0012030983,0.00015388615,-0.0011518901,0.0006132178,-0.00028335722,0.000584611,0.0009042326,-0.0013546168
0.026202453,0.026651729,-0.015769295,-0.034676448,-0.0061435346,-0.007945623,-0.0013284276,0.005788564,-0.0027838498,0.0024881593
0.03297785,0.009146885,-0.0015828637,-0.0029266458,-0.0025240916,-0.0007384756,-0.00037013146,0.0017662684,0.00033074745,-0.00024322327
0.019939778,0.007861764,-0.005409534,-0.0017201286,-0.002943886,-0.0010874114,-0.00086784596,0.002532366,0.0003772861,0.00036857696
-0.019923555,0.0025130091,-0.00524827,-0.009549176,-0.0011043891,-0.001918916,-0.0009852581,0.0015330613,0.0002692385,0.00022168155
-0.012299756,0.00093166064,-0.009307423,-0.0043901056,-0.0009413173,-0.0022297455,-0.0012956526,0.0022770767,-0.00033325527,0.00090713357
-0.040884264,-0.0034670793,-0.010291823,-0.0047450913,-0.00031143497,-0.0017578537,-0.0013176445,0.0018826753,6.412109e-05,0.00063204323
-0.039328873,-0.0034285197,-0.008489891,-0.0066155735,-0.00014524952,-0.0016537047,-0.0013922879,0.0017125283,0.0002955679,0.0006672095
-0.02228205,0.012668406,-0.006946747,-0.027198063,-0.0018561981,-0.0046264273,-0.0011716741,0.0028809472,-0.000715167,0.0013005966
-0.03832514,0.021354094,-0.01337958,-0.04569657,-0.0035815933,-0.007409827,-0.0008839109,0.004714545,-0.002068865,0.0020554592
-0.031197963,0.014923462,-0.009344208,-0.029069992,-0.0021624328,-0.004858085,-0.0007683744,0.0033228316,-0.000909336,0.0011640145
-0.0036988575,0.014816946,-0.010077604,-0.022130411,-0.0033991453,-0.00489538,-0.0012998985,0.003603236,-0.0009613201,0.0017448259
0.0036601033,0.009726602,-0.013853447,0.004179191,-0.0039061336,-0.0032343944,-0.0015069194,0.004223175,-0.00057616713,0.0020972344
0.009517608,0.019629437,-0.011516859,-0.015519362,-0.0046875705,-0.0051440815,-0.0011635611,0.0047562453,-0.0013501662,0.0023714157
-0.00013725646,0.026887182,-0.017828114,-0.022130344,-0.0068822694,-0.007176829,-0.001816945,0.0069002663,-0.0020578136,0.0022456872
-0.0146290455,0.0004347833,-0.009705299,0.017321326,-0.002742959,-0.00091751816,-0.0016397748,0.0031532508,0.0005424508,0.00035152584
-0.012951182,0.013739322,-0.011198417,-0.016939705,-0.0036924537,-0.0046573435,-0.0012425816,0.004318811,-0.0010677439,0.001421445
0.00026206486,0.012735707,-0.016249746,-0.02300503,-0.003960691,-0.0062532024,-0.0011520667,0.004907729,-0.0023513222,0.003071
-0.01655347,0.0051114624,-0.016036645,-0.023834817,-0.0032108827,-0.0054723616,-0.0013379768,0.0040480783,-0.0020085736,0.0021535293
-0.0022152085,0.00028272253,-0.0055090943,-0.021592665,-0.0006632756,-0.002965609,-0.0006644039,0.0017700277,-0.0009294356,0.001014349
-0.015713492,0.0060336282,-0.0044123577,-0.029084506,-0.0014538708,-0.0032392405,-0.0005761583,0.0017420067,-0.0009751874,0.00025651173
-0.006624194,0.0038508857,0.0032568192,-0.014259109,3.352693e-05,-0.00041528378,-0.00018315844,0.00012744305,3.9079983e-05,-0.00096988265
-0.002447592,0.009886549,0.0028229738,-0.022197511,-0.0009457341,-0.0015259148,-0.000118877506,0.00076588726,-0.00040141895,-0.000788849
0.005294053,0.01595905,0.0026362902,-0.031519115,-0.0018042602,-0.0027873742,-2.8840615e-05,0.0013281577,-0.00087282737,-0.00046887097
0.014663076,0.017538067,-0.0005085794,-0.030123064,-0.0021897666,-0.0028972344,-0.00029815827,0.002014956,-0.00084798806,-0.00010640232
0.008519677,0.013607967,-0.0049351538,-0.02354058,-0.0028192217,-0.002496908,-0.00021798292,0.0025566292,-0.00071408565,0.00033946824
-4.9853697e-05,-0.0029526455,-0.0022389712,0.0073425435,-0.00035864743,0.0015126303,-0.00039259775,0.00056301017,0.00094666646,-0.0009308988
0.006978905,0.004560032,-0.002365646,-0.0011895802,-0.0013376952,9.308092e-05,-0.00047122105,0.0013336267,0.00070704345,-0.0007806178
0.031044362,0.018931072,-0.002325452,-0.023989651,-0.0038301826,-0.0029392992,-0.00018540735,0.0026578212,-0.0005655406,7.797638e-05
0.018626703,0.012609688,-0.003519048,-0.014918232,-0.0035305622,-0.0022898274,-0.00029212073,0.0025974521,-0.0002263895,0.00018177624
-0.0054165814,-0.0007093502,-0.0029562423,0.0018705316,-0.0013585543,-0.0005269215,-0.0012675282,0.0011662093,0.0009815189,-0.0006973841
-0.03641519,-0.013879617,-5.192589e-05,0.018879727,0.0019878948,0.0021622572,-0.0013787021,-0.00095069216,0.0022579967,-0.0012594124
-0.043335468,0.0048567588,-0.01130177,-0.02052065,-0.0012511547,-0.0040132166,-0.0013811382,0.0024631342,-0.000427778,0.0008061202
-0.025013054,-0.00079635717,-0.008314951,-0.008559705,-0.0005428508,-0.002173503,-0.001189915,0.0018343125,-8.6066895e-05,0.00051478867
-0.05578304,-0.00509742,-0.01074824,-0.006459289,-0.00027926732,-0.0025970018,-0.0016283204,0.0019152407,-1.1951779e-05,3.1512696e-05
-0.057547197,-0.004030318,-0.008241094,-0.00080244243,0.0002624793,-0.002327046,-0.0016262766,0.0015597094,0.00023019273,-0.00027958758
-0.05164753,0.0071942173,-0.0152777,-0.021972474,-0.002285691,-0.0051890314,-0.0013678919,0.003877785,-0.001297588,0.0013557114
-0.0010420326,0.026844997,-0.009732033,-0.046758957,-0.0043236734,-0.0076121558,-0.0010801572,0.004519472,-0.0020726589,0.0024051676
-0.002097467,0.024575427,-0.0151018845,-0.035486154,-0.004689596,-0.007898941,-0.0015958222,0.005457976,-0.0022260658,0.003015003
0.00559338,0.02308207,-0.015990011,-0.022048395,-0.005106328,-0.0066842646,-0.0015818091,0.0056962785,-0.0018611242,0.0029421255
0.0138656255,0.026369244,-0.015089405,-0.02004404,-0.0056955726,-0.0066430834,-0.0014417513,0.005907834,-0.0017529157,0.0029055218
-0.007682139,0.025832042,-0.015358125,-0.023764387,-0.005498422,-0.007325859,-0.0016815305,0.0060098316,-0.001947696,0.0022111095
-0.007043021,0.017967157,-0.009550006,-0.008837005,-0.0044723926,-0.004613833,-0.001363867,0.0046230224,-0.0009246132,0.0014492006
-0.013503814,0.012525524,-0.010709823,-0.0079123955,-0.0032101632,-0.0039980304,-0.0013306226,0.004289162,-0.0006793332,0.0011348142
-0.008138353,0.00634274,-0.010551983,-0.009937599,-0.0019372323,-0.003998821,-0.0014288684,0.003375852,-0.0009146534,0.0013813004
-0.023025842,-0.0031969538,-0.013940158,-0.008134324,-0.0018805014,-0.0040448788,-0.001478407,0.0033008277,-0.0012437544,0.0019115426
-0.020856114,0.0058092484,-0.01566396,-0.029602336,-0.0029409097,-0.005269221,-0.0008973747,0.0040734354,-0.0019173172,0.002152316
-0.020262497,0.0026237713,-0.0076296693,-0.015939249,-0.0012074676,-0.0027051852,-0.0007793022,0.00218861,-0.0007663944,0.00029224984
0.0034895819,-0.00010677148,0.0040843403,-0.0031777956,0.0008020281,0.00080711313,-0.00017506827,-0.0003580433,0.00044015772,-0.0012159846
0.00046314113,0.012327616,0.002303888,-0.028309086,-0.00075409026,-0.0027631796,-0.0003043781,0.0010018186,-0.0008756006,-0.0004494011
0.01709996,0.017464232,0.0010824045,-0.032982066,-0.0015314857,-0.0030736024,-0.0001848765,0.001699917,-0.0011644369,-4.470465e-06
0.02202954,0.016330514,-0.0013634814,-0.026824987,-0.0020394898,-0.0023042867,-0.00011553452,0.002051066,-0.00086711894,-1.1462253e-05
0.010225153,0.012754566,-0.006197323,-0.022342347,-0.002696681,-0.0024534073,-8.79342e-05,0.0026554381,-0.0007683848,0.00068301265
0.00568611,0.005664916,-0.0013449965,-0.008351963,-0.0016363977,-9.5664174e-05,-0.00020604278,0.0011748571,0.00045984343,-0.0007589143
0.006334653,0.008169291,-0.0034754751,-0.007743269,-0.00199998,-0.0009518728,-0.0005545942,0.0019253511,0.00028812012,-0.0006088298
0.026679939,0.0076092845,-0.0040424066,-0.0007250048,-0.0024690204,-0.00056533644,-0.00067563297,0.0022028661,0.00037410192,-0.00027049053
0.03210108,0.017299317,-0.0077780085,-0.025895355,-0.004861982,-0.0039110333,-0.00070015446,0.003917237,-0.00097093347,0.0007495866
0.0075631123,0.0060591036,-0.006448959,0.0010690223,-0.0028273945,-0.0014598585,-0.0010134461,0.0026806118,0.00029242074,0.0004611821
-0.0098815765,0.0052447533,-0.0059894836,-0.003780799,-0.0022615306,-0.0023815162,-0.0011985962,0.0020042618,-4.906871e-05,6.451295e-05
-0.027337627,0.0052009383,-0.014543866,-0.014573017,-0.0029212986,-0.0046269307,-0.0014251497,0.0035929724,-0.0011714828,0.0011059768
-0.040353537,0.008079002,-0.016629,-0.027497804,-0.0029876358,-0.00592085,-0.0014831261,0.004161705,-0.0017000056,0.001693171
-0.057500117,0.0019226735,-0.017584808,-0.017213166,-0.0029501293,-0.004744952,-0.0010684839,0.003810352,-0.0016770872,0.0012546994
-0.042561308,-0.0071305064,-0.011275054,0.00314881,-0.00078735244,-0.0012412729,-0.0009866653,0.002053236,-0.00014923222,0.0005912124
-0.049206905,-0.006727078,-0.011971305,0.0012418218,-0.00044716313,-0.0017944991,-0.0013722497,0.0021587997,-0.00015042163,0.0004423129
-0.032459766,0.0093159545,-0.009281428,-0.031570166,-0.0013141881,-0.0043437704,-0.0007832573,0.002696738,-0.000962161,0.0012665205
-0.01671012,0.0025679907,-0.012105663,-0.006002687,-0.0016387103,-0.0036238423,-0.0018450888,0.0029587701,-0.0006619826,0.0019092995
0.010799451,0.017152175,-0.015037128,-0.016531808,-0.0044172765,-0.0056199715,-0.0014189079,0.0049196705,-0.0016533734,0.0028974495
0.014664581,0.02116562,-0.016551126,-0.015015695,-0.005429291,-0.006159101,-0.0015027839,0.0057878247,-0.0019755708,0.003204325
-0.004676694,0.020767897,-0.020569883,-0.0061156284,-0.006469439,-0.0061042635,-0.0020602446,0.006722604,-0.001712595,0.0027954981
-0.013753438,0.012307166,-0.016127527,0.0022153128,-0.0048700087,-0.003966815,-0.0018940428,0.0052814223,-0.00071187527,0.0015014473
-0.0073311273,-0.00089864526,-0.00961588,0.013971431,-0.0021470229,-0.00013170985,-0.0011238366,0.0027536484,0.0006142523,0.00017225393
-0.004035184,0.0076780086,-0.015946511,-0.004285682,-0.0029463037,-0.0043810746,-0.0015515762,0.0044725505,-0.0012611351,0.002338532
-0.004502626,0.011633019,-0.017409004,-0.025944503,-0.0048344987,-0.0068517514,-0.0013559652,0.0052558216,-0.0026118457,0.0030800963
-0.003947722,0.011844841,-0.014242359,-0.035320833,-0.0043721367,-0.0066676415,-0.0008879156,0.004425477,-0.0026517403,0.0025691178
-0.0034001414,0.003933682,-0.0025308179,-0.017888432,-0.00088741875,-0.0017796911,-0.00011876237,0.0011881995,-0.000581478,0.00022882025
-0.0004195813,0.012343063,0.00019707624,-0.031784296,-0.0019500467,-0.0030004808,5.5493438e-05,0.001278376,-0.0009724946,-0.00016176968
-0.0044932608,0.018532459,0.00021957885,-0.042949565,-0.0025465451,-0.004579864,-5.5329758e-05,0.0018305036,-0.001494439,6.4092455e-06
-0.000984082,0.007428593,0.0011734767,-0.014492879,-0.0008520668,-0.0008981178,-9.179395e-05,0.00086281745,-0.00014105812,-0.00059239665
0.0058188494,0.009693121,-0.0015325537,-0.013676407,-0.001295922,-0.00086284475,-0.00024451502,0.0015680303,-0.00010737963,-0.0003927116
0.014014905,0.012326757,-0.0050840424,-0.01535194,-0.00234821,-0.0013571911,-0.00023525755,0.0025842339,-0.00035594043,0.00031022937
0.0065708216,0.007213828,-0.0076730745,-0.008084243,-0.0024091762,-0.00062491477,-0.00032337417,0.0026862805,-0.00013807055,0.00025623012
0.0061398875,0.0038318848,-0.004596877,-0.0046073366,-0.0020369166,-0.0002786083,-0.00025046838,0.0018171947,0.00030478893,8.474104e-05
0.0027719792,0.0072217667,-0.0015226426,-0.007933918,-0.0026377984,-0.0005113367,-0.00010331441,0.0014974317,0.0003428181,-0.0008531357
0.0033419114,0.0058353217,-0.006999132,-0.009586714,-0.0025751344,-0.0025051925,-0.0011155723,0.0023337791,-0.00052713987,-0.00025724294
-0.00074947067,-0.010703172,0.0012053726,0.024388548,0.00037149852,0.0028099762,-0.00058757246,-0.00029155862,0.0016565021,-0.0011845988
-0.016815709,-0.017829578,0.0016126512,0.032932766,0.0017564793,0.003497173,-0.0013687212,-0.0011380191,0.0024475623,-0.0019211236
-0.02320722,-0.00792073,-0.0017795274,0.01593506,0.00028869277,0.00045950513,-0.001409587,3.74972e-05,0.001322291,-0.0011739174
-0.031294286,-0.006765875,-0.009447466,0.008868271,-0.0006577627,-0.00080684305,-0.0015085676,0.0016349142,0.00050017645,-0.00011450169
-0.06644515,-0.0023114178,-0.016861036,-0.011933997,-0.001302552,-0.00388136,-0.0019156944,0.0032441667,-0.00060120085,0.0009720181
-0.07271605,0.00091877487,-0.017775197,-0.018475456,-0.0019137707,-0.0049629207,-0.0019904864,0.003689987,-0.0010077826,0.0012967533
-0.05610294,0.012013005,-0.012140079,-0.03971923,-0.0023425666,-0.006541081,-0.0016107659,0.0034324988,-0.0014436238,0.0016069442
-0.041673765,-0.001895641,-0.010643604,-0.0008787066,-0.0006289504,-0.0022722343,-0.0014016227,0.0024850888,-2.694258e-05,0.00032688305
-0.024117151,0.0063013043,-0.013123662,-0.008469228,-0.001611059,-0.0031292439,-0.0010981588,0.0036178944,-0.0005029428,0.0013392535
0.007843105,0.011276511,-0.008505636,-0.00552886,-0.0025827067,-0.0038505415,-0.0014935305,0.0033266144,-0.0007830006,0.0017515793
0.01236078,0.016412415,-0.011540373,-0.009039743,-0.003939571,-0.0046551516,-0.0014882226,0.004444168,-0.0012131756,0.00229145
0.011458119,0.024699096,-0.016516328,-0.015493792,-0.0059370743,-0.0063520423,-0.0014148946,0.0062185577,-0.0019444727,0.0030464355
0.0075271036,0.032484036,-0.016809974,-0.02290222,-0.0071222726,-0.0077798525,-0.0015757581,0.00701294,-0.0023541483,0.0028346705
0.0006489586,0.019047212,-0.006569584,-0.010814488,-0.004132376,-0.004279139,-0.0012860671,0.0039904513,-0.0007849267,0.0010098298
-0.011136817,-0.005302199,-0.006774499,0.012672031,-0.0004084179,0.0004743056,-0.00086117804,0.0019533555,0.0008276121,0.00025422534
-0.01738909,-0.0030805888,-0.010055506,0.006695032,-0.00051988615,-0.0017637631,-0.0014859695,0.0025499999,-0.00021720486,0.0009917896
-0.018283838,-0.0031312956,-0.007889242,0.00073640235,-0.0010358368,-0.0021177204,-0.0012180904,0.0020766621,-0.0005177505,0.00088806683
-0.011290686,0.0012117503,-0.009669661,-0.01671695,-0.0018400297,-0.0030670075,-0.00092023576,0.0025794273,-0.0009997832,0.0012350851
0.0016051512,0.004833336,-0.0035812585,-0.020216448,-0.0012508456,-0.0022718206,-0.00019581593,0.0013451152,-0.0008260716,0.00024397031
-0.0071584377,0.0149480635,-0.0015495596,-0.03792517,-0.002022774,-0.0040014996,-0.00012278801,0.0017443339,-0.0014140741,0.00017879705
-0.0023075882,0.021474492,-0.0031055948,-0.04807078,-0.0029993325,-0.0052432553,-0.00016630068,0.002720138,-0.002013165,0.00058693707
0.008027142,0.014087633,-0.0028883414,-0.022439647,-0.001888169,-0.0021671723,-0.00016948569,0.0022682832,-0.000956667,0.00020687468
0.0090686735,0.012267771,-0.0051764837,-0.017362513,-0.00213037,-0.0014313263,-0.00017454929,0.0025854653,-0.0006202139,0.0002771702
0.009719623,0.011982719,-0.00078472774,-0.020241281,-0.0019496453,-0.0014134407,0.00012152165,0.0017380388,-0.00042619475,-9.6706906e-05
0.0073025282,0.010581831,-0.004799175,-0.019521309,-0.0025206914,-0.0014610471,-0.00013135117,0.0023391724,-0.00039213488,2.0966632e-05
-9.1278926e-05,0.009411392,-0.0060544135,-0.013165075,-0.0030032436,-0.0011405699,-0.0001782322,0.0025184215,-9.324157e-05,4.1238498e-05
0.016395917,0.012356597,-0.0052742558,-0.011385208,-0.0039791684,-0.0013445135,-0.00024415052,0.0027324974,-7.947686e-05,-0.0001901642
0.027226975,0.0076421807,-0.0011805808,-0.012312727,-0.0028602763,-0.0009842749,-0.00039686204,0.0014479472,-4.9987575e-06,-0.0006176126
0.031769894,0.006710249,-0.0016355375,-0.0029912181,-0.0023768463,-0.0008574611,-0.0004582986,0.0015356084,0.00020554324,-0.0003624414
0.016638523,-0.00026936736,-0.00045827683,0.009023877,-0.001100957,0.0005231247,-0.000743435,0.0007691414,0.00085614005,-0.00041083666
-0.034086518,-0.012275188,-0.009143959,0.02130619,-0.0007829903,-1.7574988e-05,-0.001833908,0.0014129726,0.0009818189,-0.00080028793
-0.047277287,0.008895769,-0.01639796,-0.018515864,-0.0024438768,-0.005999454,-0.0019673286,0.0040859426,-0.0013896403,0.0016776139
-0.06579269,0.023894653,-0.018128924,-0.060228333,-0.004350867,-0.010846218,-0.0021687523,0.005356383,-0.0027203583,0.0024502026
-0.05012755,-0.0013673119,-0.011296813,-0.00621578,-0.0009013512,-0.0026932587,-0.0015379209,0.0025328167,-2.9837945e-05,0.00072312565
-0.048302807,-0.0021954197,-0.009992792,0.0011841273,-0.0011129281,-0.0023320222,-0.0015671892,0.0024380814,3.541296e-05,-0.00012383854
-0.038399085,0.004018156,-0.009203394,-0.007995656,-0.0011657394,-0.0034166528,-0.0015347385,0.0027300077,-0.00012474298,0.00020359887
-0.030462245,0.0034370357,-0.0093128765,-0.003688532,-0.000757835,-0.0018610676,-0.0009979707,0.0025620584,0.00016628962,0.0005607705
-0.01722602,0.0039961906,-0.006942109,-0.004856998,-0.0009979338,-0.0017781594,-0.0009816296,0.0023458062,0.00033708138,0.0002142156
0.0076802652,0.018154617,-0.014099368,-0.012472963,-0.0043900427,-0.005779662,-0.0018288146,0.0050489763,-0.0014252838,0.0025051984
0.01560594,0.02626609,-0.016997702,-0.014430258,-0.0063233064,-0.006628381,-0.0015636934,0.006630625,-0.0020614713,0.002957722
-0.0064150933,0.0234466,-0.017844543,-0.014149461,-0.0058237906,-0.006730611,-0.001982125,0.006479318,-0.0017689461,0.0026187242
-0.006338747,0.002993933,-0.005815384,0.010933533,-0.0021823156,-0.00056565076,-0.00089021155,0.0025544977,0.00050315575,0.00014778622
0.006059183,0.008653636,-0.008988214,-0.0072126947,-0.0023915856,-0.00294099,-0.0007679176,0.0032371772,-0.0006857434,0.0012759378
-0.002950156,0.007279697,-0.008964048,-0.01049082,-0.001620717,-0.0038792728,-0.0010206805,0.0030575686,-0.0012387794,0.0017167677
-0.0028227884,0.0005860729,-0.010833328,-0.0055361,-0.0018421845,-0.0035245223,-0.00101217,0.0029293715,-0.0012971308,0.00183522
0.0025308188,0.0060672434,-0.0063723894,-0.0141134765,-0.002188783,-0.0023211846,-7.542316e-05,0.0020568224,-0.0009671018,0.00049700076
-0.0013863537,0.0119702285,-0.0047446107,-0.027093815,-0.0023385244,-0.003249152,-0.00030351884,0.0021753723,-0.0011219651,0.0001466932
-0.00015866198,0.01403588,0.0012011742,-0.03302612,-0.0017399983,-0.0030795578,0.00019729929,0.001214256,-0.0011133734,-0.00016634667
-0.0015484039,0.022570372,-0.002101251,-0.047048464,-0.0032274928,-0.005130606,0.00011612894,0.0026536512,-0.0018645433,0.00049438793
0.005626252,0.009788803,-0.0041934764,-0.011546982,-0.0018582378,-0.00081829855,-0.0002652431,0.0020768063,-0.0002878817,-5.8795093e-05
0.0069158133,0.007308149,-0.00882781,-0.003962729,-0.0025238576,-0.00024301058,-0.00032325077,0.0028809372,-9.960693e-05,0.00041060243
0.012748873,0.003925017,-0.0071970606,0.0012955144,-0.0020201174,0.0006443282,-0.00018824823,0.0022326696,0.00015640038,7.828022e-05
0.008986851,0.0037749903,-0.007788473,0.005910484,-0.0024369105,0.0008876788,-0.00031186582,0.0024572548,0.00043330097,-7.209554e-05
0.009941703,0.006340391,0.000355999,-0.013095446,-0.0027253462,-0.0005833366,7.263268e-05,0.0011714553,0.00018032,-0.0005319242
0.014665594,0.008618298,-0.008030874,-0.014956642,-0.0039712447,-0.0023224025,-0.0008342394,0.002731179,-0.00056064036,-0.0004088116
0.045702048,0.013141667,-0.00309085,-0.011777246,-0.00363289,-0.0017740872,-0.0007519338,0.0022273418,-0.0003508489,-0.00048206956
0.03292407,-0.0010540271,0.001997185,0.014645245,-0.00060335174,0.0013290482,-0.0008159403,0.00020265375,0.0009824373,-0.0010719938
0.03462807,0.010428044,0.00027380046,-0.008612648,-0.0022400687,-0.0020864336,-0.000400753,0.0013569177,-0.00025910523,0.00021092896
0.031316593,0.015836991,-0.0029732315,-0.01743353,-0.0038071861,-0.0035212464,-0.00041081337,0.0024315447,-0.0010929379,0.00027113943
-0.03586878,-0.009432294,-0.008286272,0.012615178,1.4983481e-05,-0.00091847486,-0.001701839,0.0010028288,0.00036386296,-8.508004e-05
-0.047697477,0.0023298077,-0.011064877,-0.0117248595,-0.0015438542,-0.0044031176,-0.002251978,0.0027387668,-0.00043412927,0.0005790327
-0.033637732,-0.019449878,-0.00695742,0.035973594,0.0014985838,0.0011889072,-0.0023366027,0.0005965301,0.0013875159,-0.00043664617
-0.041954592,-0.009215773,-0.010623441,0.016190875,-0.00015295831,-0.0023827925,-0.002739347,0.0020073678,0.00018589234,0.00036948873
-0.03142993,0.001268263,-0.011596237,0.0010140147,-0.0015315174,-0.00407693,-0.0024961582,0.0029920766,-0.0007244394,0.0013332139
-0.018081712,-0.0017620558,-0.008344614,0.018127408,-0.0012812179,-0.0016647794,-0.0023238347,0.0021540865,0.00026360527,0.0007793731
-0.00068060495,-0.00017148722,-0.008339225,0.028592577,-0.0012843024,-0.0017786542,-0.002372508,0.0026783727,-0.0002447624,0.0014531536
0.0055030566,0.007832202,-0.0071780486,0.025081513,-0.002647714,-0.0017538809,-0.0019438665,0.003175118,-0.00021953252,0.0014972105
0.014587237,0.015684433,-0.013670561,0.012858568,-0.00432596,-0.004547675,-0.0021252024,0.0051714564,-0.0015725495,0.0027808452
0.013115836,0.014377396,-0.014627897,0.02131232,-0.0043796944,-0.0030323311,-0.0020952136,0.0052109077,-0.0007561052,0.0020773606
-0.0070504714,0.015877541,-0.014355362,0.007841464,-0.004395725,-0.0043902965,-0.0021928106,0.0052313562,-0.0011350499,0.002016272
-0.0045192335,0.012827168,-0.014399161,0.0059656724,-0.0047280714,-0.004062875,-0.0018958761,0.005006257,-0.0008242548,0.0017482024
0.0092559215,0.015689362,-0.015301042,-0.0037131552,-0.0052550794,-0.0047693355,-0.0017793047,0.005215244,-0.0012414388,0.0018350382
-0.007018106,0.004678278,-0.010764961,-0.0037584826,-0.0021985532,-0.002487054,-0.0012962314,0.0030453638,-0.00021888281,0.00040705712
0.00027493946,0.00401467,-0.013637041,-0.005053833,-0.0028785695,-0.0024688495,-0.0009217912,0.0035166757,-0.0006812912,0.0011202067
-0.013585696,0.018076636,-0.018392622,-0.02570819,-0.0053119375,-0.006673487,-0.0014375076,0.005724256,-0.0022061476,0.0021580816
0.0064143743,0.01701602,-0.008877567,-0.024450313,-0.004095166,-0.0050535984,-0.00096172036,0.0039388556,-0.0015727767,0.0015115987
-0.0060436074,0.011174885,-0.0076330574,-0.02623645,-0.003128628,-0.004268633,-0.0009243634,0.0029783947,-0.0012140147,0.00082840724
-0.008814769,0.005958534,-0.00034342986,-0.020490283,-0.001832779,-0.0020231619,-0.00040598144,0.0011887064,-0.00052282715,-0.0003797419
0.002373321,0.0036639804,-0.0032704594,-0.008024346,-0.0017508355,-0.000420055,-0.0002580823,0.0015683931,-0.000107692205,-3.8565136e-05
0.012376672,0.009139088,-0.0011544107,-0.02154958,-0.0025806392,-0.0015310199,8.701836e-05,0.0016460682,-0.00056028797,0.0001398006
0.021726457,0.01046262,-0.0014722338,-0.017897421,-0.0030517366,-0.0010474944,0.00024852343,0.0018932519,-0.0004675791,0.0003138947
0.032783084,0.016611136,-0.002240126,-0.023396563,-0.0044501093,-0.0018450785,0.0004563703,0.0026609744,-0.0010895955,0.0008753489
0.041429833,0.010602091,-0.00031417515,-0.009293318,-0.003256484,0.0005680965,0.0003980489,0.0016918038,-0.00014608796,0.0005541666
0.044519246,0.012007159,0.0003747521,-0.0153072495,-0.0032343247,0.00020250294,0.00025780976,0.0016792512,3.0594994e-05,0.0005273195
0.03007189,0.0056787273,-0.005472946,-0.003521433,-0.0032591787,0.00079663063,-2.5457703e-06,0.0022958207,0.00020336022,0.000771862
0.029786712,0.0050579095,-0.007830129,0.004896568,-0.0036579238,0.0011934297,6.8518566e-05,0.0027039943,0.00024267554,0.0010484259
0.008393897,0.014577557,-0.008436968,-0.024746982,-0.004920315,-0.0026093256,-0.00022313418,0.0036822793,-0.00090689736,0.001234747
-0.008049617,0.012971108,-0.009576851,-0.024828637,-0.005032831,-0.0029161028,-5.165115e-06,0.0037304726,-0.0010389668,0.0008768232
0.018569944,0.0100214565,-0.0030927015,-0.020176528,-0.0039646733,-0.0019830838,-9.8497956e-05,0.002172622,-0.0005667879,-0.000110107474
0.008212781,0.010158957,-0.009341982,-0.011749061,-0.003917527,-0.003364968,-0.0010425022,0.0030996143,-0.0009997912,0.0006817677
0.01566728,-0.006711715,-0.00430745,0.019402675,-0.0019434899,0.0014896818,-0.00046376418,0.00082695676,0.0006250376,-0.00041448197
0.007057691,-0.019597355,0.00485022,0.03981608,0.0020233516,0.0044712964,-0.0010005278,-0.0018508795,0.002553118,-0.0018249974
-0.0019966234,-0.014044129,-0.0007368112,0.032589573,0.0002665281,0.0026617767,-0.0013900682,-0.00013207406,0.0019846847,-0.0012302522
-0.016263658,-0.012697578,-0.0053034415,0.027012628,-0.0005074416,0.0014824002,-0.0016720106,0.0008878832,0.0013025688,-0.0007614244
-0.010571575,-0.011254727,-0.0039697373,0.032652386,0.00071770756,0.0015687736,-0.002000881,0.0009861789,0.0013265717,-0.0006172947
-0.019304251,-0.015322932,-0.0044077234,0.043666206,0.0013550369,0.0019315738,-0.0024875216,0.000688982,0.0015319019,-0.00057634735
